Country,EdLevel,YearsCode,Employment,ConvertedComp
151,0,3,0,145000
126,2,12,0,28536
147,2,8,0,41964
151,2,8,0,135000
149,0,3,0,33607
39,1,4,0,69468
151,2,12,0,82000
71,0,8,0,107915
48,2,7,0,51887
151,2,9,0,100000
131,2,0.5,1,13488
151,2,3,0,2000000
63,0,13,0,30732
151,3,3,0,165000
28,0,21,0,68068
71,0,23,0,152879
71,2,7,0,89929
48,2,1,0,38916
108,0,5,0,30000
151,0,0.5,0,100000
149,3,8,0,131198
7,0,9,0,52112
151,0,14,0,90000
62,0,3,0,5431
151,0,5,0,95000
151,2,2,0,120000
151,1,35,0,110000
112,1,1,0,16704
22,0,5,0,10992
151,0,6,2,85000
106,0,2,0,40512
62,0,3,0,23037
91,0,5,0,20688
151,0,8,0,165000
7,2,35,2,334048
71,0,21,0,80936
113,1,4,2,84000
151,0,6,0,114000
151,0,3,0,100000
151,1,37,2,125000
151,1,2,0,50000
151,2,4,0,120500
62,0,10,0,698
151,0,31,0,170000
62,0,3,0,1396
12,2,4,0,8472
62,0,12,0,38915
62,2,4,0,6696
99,0,34,0,140527
27,0,1,0,1980
62,0,5,0,5028
8,2,7,0,75669
118,0,2,0,6792
99,0,20,0,82155
155,0,2,0,8412
62,0,7,0,0
62,0,8,0,16752
62,2,0.5,0,6552
47,2,1,0,51888
47,2,3,0,62268
155,0,5,0,7764
62,0,2,0,0
50,0,7,0,58368
68,1,5,0,31524
126,3,4,0,42804
48,1,2,0,45401
68,2,2,0,56040
64,0,15,0,28500
64,0,7,1,5700
100,1,20,0,55584
62,2,2,0,0
82,0,8,0,58962
99,0,6,0,90804
62,0,3,0,9215
61,2,7,0,84660
147,2,5,0,24600
149,1,4,0,74970
128,0,5,2,6000
2,2,6,2,300
50,2,5,0,48648
62,0,2,0,25131
149,2,10,0,135722
15,1,10,2,84312
7,0,3,0,60129
149,3,3,0,45241
71,0,8,0,87231
112,1,22,0,60744
12,0,2,0,2820
42,0,2,0,3852
99,1,4,0,38916
151,0,8,0,130000
8,2,6,2,71340
118,3,18,0,56616
7,2,7,0,80172
69,0,3,0,28105
52,2,2,0,13620
8,2,8,0,51888
105,0,3,0,57185
11,0,18,0,70020
62,0,14,0,8376
149,2,16,0,93713
107,0,3,0,6612
113,0,0.5,0,16860
144,2,22,0,39444
112,0,15,2,36444
99,2,15,0,91883
151,2,8,0,225000
62,2,14,0,44738
122,0,10,0,83184
64,1,15,2,42756
48,2,39,2,540490
64,2,5,0,22800
112,1,1,1,19740
151,2,10,0,165000
28,0,2,0,34034
48,2,4,0,45401
112,3,5,0,56040
19,0,0.5,2,5208
130,0,0.5,0,37727
99,1,14,2,113503
151,3,6,0,200000
151,2,2,0,101000
48,0,2,0,32754
22,0,12,0,21996
62,0,2,0,5028
50,0,25,0,49296
50,3,5,0,64859
68,2,10,0,108564
98,0,4,0,10512
135,2,1,0,40500
68,0,17,0,143592
15,2,22,2,147013
149,0,7,0,142980
149,0,2,0,54289
151,0,0.5,2,65000
149,0,4,0,54289
149,0,4,0,55388
151,1,5,0,95000
36,3,8,0,33780
62,0,6,0,871212
149,0,0.5,1,48450
61,1,8,0,53616
111,0,2,0,5928
151,0,7,0,127220
107,0,2,0,1944
144,0,6,0,37804
62,2,2,0,10896
107,0,6,0,17904
151,0,15,0,230000
69,1,3,0,389148
28,0,3,0,52942
107,0,5,0,12456
50,2,1,0,54049
149,0,4,0,56874
151,0,2,0,104000
112,2,4,0,23388
28,2,5,0,135380
107,0,2,2,2340
31,2,7,2,25944
151,2,4,0,145000
62,2,3,0,12566
151,0,2,0,94000
151,2,4,1,43500
149,2,8,0,77556
22,0,15,0,13740
149,0,3,0,43948
151,0,0.5,0,105000
69,1,10,0,713448
151,2,20,0,1800000
151,0,30,2,180000
151,1,4,0,109000
99,0,3,0,44699
50,0,10,0,58373
105,2,3,0,64737
64,2,0.5,0,912
149,1,1,0,25437
52,0,20,0,64859
151,0,5,0,80000
151,0,7,0,360000
149,2,22,0,58167
135,2,2,0,40500
118,2,7,0,13212
147,0,4,2,44100
112,2,8,0,25824
148,0,4,0,22872
151,2,4,0,155000
28,0,25,0,62018
36,2,7,0,67548
112,2,3,0,32424
7,1,1,2,26700
149,2,20,0,142185
149,3,20,1,206815
48,2,2,0,33510
112,2,8,2,45564
95,3,8,2,2460
7,0,11,0,146981
50,2,4,1,118908
149,2,7,0,45241
149,0,6,0,51704
29,2,3,0,22584
117,2,13,0,38916
68,2,7,0,36000
7,0,7,0,110236
151,1,1,0,70000
144,2,11,2,80000
7,1,15,0,111572
149,0,10,0,589428
15,1,37,2,116748
5,1,2,0,12360
82,1,1,0,21612
7,0,13,0,801720
151,0,37,2,140000
149,2,5,2,51704
143,0,4,0,2520
151,3,9,0,2000000
82,0,9,0,47268
7,0,3,0,106895
50,2,7,0,64859
151,0,7,0,105000
151,1,4,0,86000
62,0,6,0,16754
69,2,25,0,41077
151,2,7,0,159000
50,0,9,0,84316
99,0,4,0,46482
151,2,2,0,125000
5,1,4,0,8760
151,1,12,0,218500
7,2,8,0,133619
151,0,8,0,135000
52,2,3,0,25944
151,2,11,0,180000
50,2,7,0,1200000
151,1,24,0,115000
151,2,5,0,460000
100,3,4,0,45241
151,0,2,0,93000
151,0,22,0,150000
151,0,8,0,125000
28,2,5,0,60505
151,0,1,0,65000
151,0,10,0,85000
151,1,5,0,120000
151,3,28,2,145000
100,0,25,2,159725
151,2,8,2,125000
28,2,5,2,32676
125,0,3,0,43032
151,0,20,2,20000
96,0,4,0,4968
130,1,25,2,70428
62,2,10,2,13404
63,0,3,0,5268
22,0,2,0,12888
7,0,28,0,80172
151,1,25,0,130000
155,0,0.5,0,7248
151,0,3,0,84000
151,2,1,0,145000
151,0,10,0,120000
7,0,10,0,66810
12,0,2,0,2820
62,0,3,0,5026
28,2,11,0,80925
151,1,30,0,170000
151,0,3,0,110000
148,0,4,0,19596
62,0,5,0,36300
151,3,10,0,230000
7,0,10,0,141950
62,0,4,0,25131
0,2,10,0,18660
151,0,15,0,2000000
63,0,1,0,6144
62,0,0.5,0,27923
62,2,7,0,10471
151,0,2,0,2000000
91,0,8,0,21972
49,2,1,0,8484
7,1,30,0,80172
7,0,6,0,52116
62,0,4,0,1745
50,0,12,2,136200
107,0,6,0,11676
44,2,2,0,16860
129,0,4,0,432324
62,0,4,0,6981
62,0,3,0,10450
99,2,26,0,111341
136,2,4,0,157556
14,2,11,0,60000
50,2,5,0,63778
151,0,4,0,325000
62,0,2,0,4189
9,0,7,0,11988
30,0,9,0,42864
32,1,0.5,0,14172
105,2,2,0,71211
50,2,12,0,75669
7,0,4,0,35075
112,2,21,0,60744
62,0,7,0,17181
74,0,4,0,9492
60,0,1,0,17316
62,0,4,0,8028
129,3,30,0,66716
99,1,26,1,45396
60,1,4,2,27708
155,0,7,0,10344
62,0,2,0,4468
62,0,1,0,1848
148,0,10,0,39204
5,0,14,2,42000
8,1,10,0,51888
50,0,8,0,70264
8,1,4,0,35672
135,1,15,0,58908
119,0,3,2,6000
149,0,15,2,193889
62,0,3,0,12566
48,2,3,0,46482
7,0,8,0,120000
48,2,10,0,48644
111,0,6,0,9480
129,0,23,0,70212
39,2,24,0,180913
62,1,4,0,2508
66,0,6,0,145932
24,2,17,0,26520
50,2,15,2,155664
62,0,2,0,10056
50,1,3,0,15564
100,0,2,0,38334
130,0,1,0,41919
50,1,7,0,45924
144,0,1,1,4932
144,0,7,0,21204
151,0,8,0,220000
62,2,2,0,8796
62,2,18,0,35184
24,1,5,0,31632
68,1,16,0,1000000
118,0,2,0,18876
62,0,6,0,10471
7,1,9,0,60797
50,2,12,1,51887
36,1,7,0,25980
129,0,0.5,0,18012
107,0,3,0,4512
60,1,2,0,22320
112,1,2,0,25824
149,0,0.5,0,28437
105,2,4,0,53948
112,2,4,2,45564
69,1,3,0,19452
112,2,0.5,2,7284
84,0,3,0,3600
66,0,5,0,56211
136,2,2,0,70264
62,0,4,0,11169
12,0,6,0,18372
112,2,6,0,38580
62,0,2,0,11169
147,2,9,0,44040
99,0,5,0,40320
112,1,5,0,39492
99,1,17,0,81074
147,0,13,0,35232
62,0,1,0,5028
99,1,3,0,37826
112,1,5,0,34080
30,1,10,0,25716
113,1,3,0,324300
62,0,1,0,4887
112,2,16,0,108000
112,0,4,2,48600
112,2,8,0,36444
62,0,8,0,6540
50,2,15,0,43239
66,2,3,0,47563
80,0,6,0,20832
62,0,2,0,6981
62,2,19,0,58000
130,1,5,2,33535
62,0,2,0,12564
50,2,3,0,75660
62,2,2,0,3012
131,1,5,0,19452
151,0,6,0,119000
112,0,1,0,13668
62,0,2,0,14381
48,2,1,1,11676
66,0,13,0,91883
69,1,3,0,16380
62,0,3,0,7679
62,0,6,0,12566
126,2,5,2,72636
62,0,2,0,16752
50,2,1,1,16860
62,0,2,0,3348
118,0,4,0,29628
103,1,2,0,1152
149,3,12,0,58167
62,1,5,0,10056
48,2,3,0,59454
144,1,15,0,23664
69,2,15,2,389148
50,0,8,0,47736
131,2,20,0,583728
69,1,10,0,32970
105,0,2,0,53948
62,0,3,0,6696
149,0,10,0,52738
148,2,2,0,30763
112,1,1,0,16404
60,1,2,0,6924
69,0,3,0,30267
50,0,7,0,72120
149,0,6,0,48472
149,0,5,0,64630
147,2,3,0,36000
50,2,5,0,59454
62,0,1,0,78408
149,2,5,0,79495
103,0,2,0,13718
131,2,4,0,37834
99,2,9,0,62268
66,0,5,0,43239
69,0,6,0,23352
50,0,0.5,0,45396
151,0,2,0,75000
144,2,5,0,15780
62,0,6,0,3768
22,0,12,0,13740
135,0,13,0,63816
112,2,10,0,58020
22,0,4,0,8496
50,2,20,0,91883
149,0,4,0,36193
24,2,2,0,25596
105,2,4,0,776844
66,2,4,0,86478
147,0,6,0,44040
8,0,3,0,24648
149,0,4,0,46275
107,0,5,0,6612
135,1,2,0,34980
50,1,6,0,30096
62,0,5,0,10056
149,0,4,0,930672
71,0,4,0,35792
144,0,2,0,9862
50,1,21,2,14268
1,1,6,0,31788
69,1,3,0,16860
50,0,3,0,64859
14,0,2,0,14160
39,2,7,0,81624
50,0,7,0,64859
112,2,3,0,25824
149,0,2,0,465336
112,1,1,0,19740
99,2,5,0,64859
28,0,7,0,77144
62,0,4,0,6204
50,3,4,0,33732
7,0,17,1,33400
118,2,4,0,50016
50,2,7,0,64860
127,2,3,0,16860
151,0,8,0,140000
99,2,2,0,36780
153,2,9,0,30000
136,2,4,0,142308
105,0,5,2,54384
118,0,3,0,47184
50,2,15,0,84316
50,0,7,0,73507
131,2,2,0,37834
151,1,3,0,61032
50,1,2,0,43848
62,0,4,0,1675
151,2,12,0,160000
14,1,1,0,5724
62,0,3,0,6696
39,0,13,0,78156
60,2,4,0,53184
62,0,2,0,50268
62,0,1,0,8376
59,2,4,0,154378
135,0,4,0,47868
151,0,21,0,200000
36,0,1,1,14028
5,1,1,0,6228
47,2,13,0,58373
50,0,4,0,51887
50,1,3,0,31776
151,0,18,0,180000
148,2,6,0,81672
22,1,30,0,21996
154,0,3,2,3600
91,1,0.5,2,0
62,0,0.5,0,184296
151,2,0.5,0,79500
69,1,24,2,113503
62,0,0.5,0,2016
69,1,10,0,37834
20,1,8,0,23172
15,0,1,0,25944
151,0,3,0,1068000
149,1,4,0,22476
136,0,21,0,132143
99,1,3,0,67561
50,0,7,0,91883
151,1,28,0,150000
105,2,3,0,47474
151,0,14,0,148000
149,1,21,2,872500
52,2,5,0,35028
149,3,1,0,42418
48,2,1,0,25944
149,2,1,0,41363
50,1,2,1,10380
135,1,6,0,55224
149,0,7,0,45241
49,1,6,0,42408
99,3,6,0,46704
112,2,12,0,72900
131,0,18,0,41077
50,0,5,0,35028
48,2,20,0,60972
80,0,0.5,0,10716
136,0,10,0,106728
149,1,4,0,64630
22,0,7,0,6876
62,2,10,0,22339
62,0,10,0,13404
62,2,4,0,6840
151,0,6,0,72000
149,1,6,0,59459
149,0,9,0,74970
107,1,5,0,7392
62,1,5,0,10896
151,2,3,0,1440000
62,0,4,0,5868
68,0,9,0,102000
151,1,2,0,2000000
19,0,13,0,36000
68,0,2,0,88260
149,1,22,0,49119
48,2,5,0,38916
62,0,1,0,5250
62,0,10,0,360216
151,0,21,0,2000000
62,2,3,0,8376
107,1,5,2,200000
31,1,3,0,22248
66,0,12,0,218358
6,3,2,0,10032
131,1,4,2,32429
149,2,1,0,58167
62,2,5,0,10476
48,2,10,0,97284
151,0,3,0,27500
131,2,10,0,1000000
69,1,4,1,12972
15,1,6,0,49725
151,2,12,0,145000
56,0,2,0,29315
99,0,16,0,48768
144,1,8,0,37726
131,2,0.5,0,16860
47,2,12,0,75669
135,1,10,2,147276
131,0,1,1,7788
15,0,11,2,121932
47,3,11,0,75669
100,2,26,0,86251
99,0,3,0,58373
151,1,18,0,215000
48,2,7,0,51887
116,1,8,0,73200
50,1,2,0,34380
95,2,2,0,17988
66,2,10,0,64859
131,2,24,0,43239
151,2,12,0,165000
36,1,15,2,108250
48,2,3,0,48644
151,1,4,1,6000
149,0,7,2,77556
110,0,1,0,9600
48,2,11,2,64859
22,0,9,0,17592
28,1,12,0,68068
4,1,3,0,4848
149,0,1,0,32315
62,2,10,0,55847
48,2,14,0,38916
66,3,23,0,129718
50,1,0.5,0,35028
68,0,31,0,91056
110,0,5,0,24828
131,0,1,0,16860
66,0,10,0,1000000
151,2,9,0,150000
149,2,5,0,109871
66,0,5,2,108100
136,0,1,0,1000000
50,0,10,0,59454
62,0,4,0,41885
91,1,8,0,23268
69,1,18,0,34248
151,1,0.5,0,95000
151,0,15,0,90000
36,2,6,0,35340
151,0,6,0,375000
99,2,12,0,70264
14,0,5,0,30000
69,1,5,2,51887
113,0,11,2,60535
66,2,20,0,113503
22,1,5,2,10992
151,1,12,2,72000
151,2,10,0,70000
31,0,7,2,70632
151,0,12,0,163000
149,2,12,0,161574
151,0,5,0,80000
62,0,0.5,0,7872
151,2,12,0,228000
39,2,18,0,104208
48,0,28,2,38915
79,0,3,0,62045
151,1,2,0,111000
151,0,3,0,85000
52,1,4,2,40000
151,0,10,0,159000
50,1,5,0,59454
144,2,0.5,0,15192
62,1,4,0,6696
118,2,11,0,25476
144,0,15,0,35508
66,0,6,0,114584
62,2,1,0,30716
151,1,50,2,180000
151,0,6,0,120000
151,0,4,0,210000
154,3,2,1,4800
8,2,5,0,972888
131,1,8,0,518868
28,0,5,0,49160
124,1,6,0,28632
22,0,4,0,13740
135,1,6,0,44797
22,2,2,0,7416
151,3,12,0,144000
29,0,1,0,7380
149,1,4,0,180963
91,1,3,0,25860
113,1,15,2,45396
149,0,2,0,40002
151,0,1,0,60000
149,0,4,0,42656
149,0,9,0,562284
62,0,0.5,0,390928
151,0,4,0,105000
151,0,3,0,110000
99,0,10,0,69183
62,0,0.5,0,11169
62,0,12,0,23037
28,2,2,0,54455
132,0,10,2,21108
149,1,15,2,51704
151,1,20,0,124000
28,0,24,2,121010
22,0,2,0,10764
52,2,15,0,43239
40,0,9,0,18000
48,2,1,0,18948
151,1,1,0,130000
151,0,4,0,127000
69,2,3,0,35672
7,0,16,0,63469
149,2,15,0,14219
28,3,8,0,37816
42,0,12,0,8460
105,0,25,0,75527
151,0,10,0,100000
151,1,7,0,135000
151,0,4,0,200000
95,2,0.5,0,11700
91,0,6,0,51710
29,3,0.5,0,18060
151,0,4,0,105000
39,2,8,2,208416
147,0,10,0,60000
22,1,2,0,4404
151,2,25,2,200000
151,2,0.5,0,77000
7,0,8,0,80172
151,0,6,0,46000
151,2,5,0,195000
151,1,3,0,110000
28,0,4,0,37816
149,2,7,0,77556
149,2,1,0,31022
50,2,6,0,79993
8,1,22,2,108098
28,0,4,0,75631
52,0,19,0,19452
50,0,3,1,25944
151,0,5,0,111000
151,2,2,0,60000
22,0,5,0,16488
22,1,0.5,2,16488
149,2,9,0,61398
31,3,5,0,28248
50,3,25,0,68748
57,1,3,0,10000
144,0,6,0,23664
28,1,7,0,99833
8,1,5,0,56181
69,1,0.5,2,90804
151,2,10,0,140000
117,2,3,0,25236
63,0,1,0,6144
151,1,15,0,165000
151,1,27,0,160000
144,0,11,0,29580
66,2,0.5,0,43239
7,1,7,0,60129
69,1,5,0,29186
80,1,0.5,1,5556
131,1,1,0,27025
149,1,1,0,38778
64,2,3,0,936
151,0,16,0,155000
149,1,16,2,77556
28,0,5,0,34034
149,0,10,0,66569
28,0,7,2,230000
149,0,4,0,31759
91,0,1,0,6468
110,0,1,0,4788
91,0,8,0,12924
151,3,5,0,140000
22,2,6,0,21996
131,3,4,0,54049
111,0,1,0,0
151,0,7,0,68000
151,0,5,0,80000
151,2,6,0,105000
30,1,8,0,37152
151,0,8,0,150000
151,3,3,0,72000
7,3,15,0,93533
30,1,10,0,20580
151,3,14,0,220000
151,0,4,0,52000
71,0,19,0,116908
136,1,10,2,7600
151,0,8,0,75000
151,0,5,0,2000000
7,3,20,0,66810
62,0,26,0,46068
151,0,3,0,210000
151,2,20,0,152000
12,0,14,0,16956
151,2,0.5,0,1080000
151,2,5,0,250000
62,0,0.5,0,8377
28,1,20,0,68068
28,1,26,0,109665
62,0,5,0,13908
62,0,7,0,20940
62,2,2,0,5028
28,1,6,0,65799
151,0,6,0,96000
151,0,25,2,230000
7,0,6,0,80172
151,0,12,0,120000
62,0,6,0,36300
129,1,11,0,31944
44,1,3,2,37834
28,0,14,0,86976
63,0,1,0,11412
8,0,2,1,41508
125,0,6,0,55938
149,0,20,0,67215
151,1,10,2,160000
50,0,12,0,81074
62,2,5,0,8377
112,1,5,0,28350
50,0,7,0,58368
62,0,3,0,5028
151,0,10,0,128000
49,0,10,0,13572
107,0,3,0,3108
110,2,10,0,26605
127,0,12,0,45396
132,1,2,0,10056
62,0,6,0,18011
135,2,13,0,54000
151,2,6,0,94000
62,0,1,0,9773
107,0,5,0,7008
52,0,2,0,10380
62,0,5,0,15084
47,2,5,0,46704
7,0,28,0,133619
52,0,4,0,54049
62,0,2,0,12021
135,2,13,0,42960
30,0,1,0,13716
127,0,6,0,80424
148,1,5,0,19596
148,0,6,0,16332
62,0,2,0,9773
52,1,0.5,0,7788
52,2,18,0,41077
48,1,4,0,54049
144,0,3,0,9864
15,0,7,0,48000
62,0,0.5,0,3852
123,2,1,0,17796
124,1,20,0,40968
62,0,2,0,13068
50,3,8,0,70264
131,0,3,1,23782
99,1,2,0,28536
86,0,2,0,8652
149,0,0.5,0,33607
62,0,6,2,17000
105,0,7,0,97106
62,0,26,2,16750
62,0,4,0,55847
99,0,2,0,42804
131,1,18,0,129718
50,0,5,0,596700
136,2,3,0,92500
107,0,10,0,2796
39,2,10,0,83364
50,0,15,0,86478
149,0,3,0,542892
50,2,4,0,51887
149,0,18,0,78848
62,0,3,0,9720
50,0,2,0,11028
131,0,2,0,15564
113,2,4,0,24648
112,0,2,1,6072
99,1,20,2,64860
36,0,10,0,18444
155,0,4,0,15528
149,0,0.5,0,39424
135,2,0.5,0,49092
149,0,10,0,82726
151,0,3,0,90000
131,0,2,0,28105
62,0,7,0,25131
149,0,8,1,620448
69,3,20,0,39456
135,3,17,0,56460
149,0,24,0,51704
118,0,9,0,33972
62,2,3,0,3348
151,0,10,0,175000
48,2,6,0,59454
99,2,3,0,41052
66,2,5,0,32424
62,0,2,0,5028
82,2,4,0,20760
69,2,11,0,29832
112,0,1,1,9720
149,2,8,0,106639
99,0,3,0,33732
62,0,4,0,8208
147,3,5,0,50400
91,1,3,0,25860
50,2,5,0,70264
22,0,4,0,12924
151,0,4,0,85000
64,0,5,0,28500
62,0,1,0,9773
62,0,1,0,10332
48,2,0.5,1,16860
135,1,5,0,38352
62,0,7,0,7200
149,0,0.5,0,45241
149,0,21,0,620448
99,1,10,0,73164
117,0,5,0,24420
50,1,7,0,58373
44,2,15,0,45396
82,0,4,0,36324
126,2,12,0,38916
14,0,6,0,42000
131,0,1,0,16863
135,1,2,0,50316
50,2,6,0,59454
107,2,3,0,4668
147,2,0.5,0,21528
131,2,3,0,22056
99,2,6,0,56211
135,2,15,0,134976
50,1,3,1,13850
50,0,11,0,75669
131,2,2,1,16107
118,2,17,0,33972
135,0,2,0,42960
62,0,3,0,10820
151,1,14,0,160000
22,1,0.5,1,2976
62,0,2,2,12564
149,0,18,2,95650
22,0,3,0,19242
154,1,1,0,96
154,3,2,0,240
144,1,5,0,164365
62,0,2,0,10471
28,1,14,0,68068
22,1,3,0,10992
47,1,13,0,54049
149,0,0.5,0,31022
99,0,10,0,41508
151,0,35,0,110000
113,1,12,0,140527
69,1,0.5,0,22701
50,2,17,2,90804
107,0,3,0,4668
5,0,14,0,28800
151,0,8,0,135000
22,0,3,0,8244
151,0,2,0,52500
62,0,3,0,5028
99,1,8,0,38916
149,3,1,0,51704
151,0,7,0,75000
62,0,2,0,5532
99,0,2,0,41358
62,1,2,0,1176
14,0,1,1,10500
50,1,21,0,103776
31,0,9,0,19428
149,0,5,0,25206
149,2,2,0,84019
48,2,4,0,622644
99,2,4,0,45942
144,0,1,0,8880
147,2,1,0,7344
62,2,7,0,36300
28,0,13,0,83194
30,0,0.5,0,17148
149,2,0.5,0,46533
149,1,3,0,32315
19,0,2,0,36000
107,0,3,0,4668
22,0,10,2,39600
131,2,1,0,17508
131,3,7,0,48644
28,0,7,0,907572
107,0,7,0,17508
50,3,6,0,81074
15,0,6,0,36324
149,0,5,0,69804
8,2,4,0,56751
28,0,9,0,121010
149,2,3,0,504108
151,1,10,0,160000
28,1,4,0,113447
149,2,1,0,59459
73,0,1,0,6120
113,1,1,0,23352
91,0,6,0,50400
151,0,3,0,133000
47,2,15,0,66156
151,1,18,2,155000
151,1,10,0,57000
118,0,6,0,26424
151,2,5,0,140000
99,1,0.5,0,25944
131,2,3,0,41077
48,2,3,0,59454
136,0,3,0,60984
151,0,7,0,185000
151,3,8,0,165000
149,1,3,0,51704
69,0,5,2,41618
151,0,2,0,105000
151,0,9,0,87000
151,0,13,0,79000
131,0,5,0,47563
147,0,2,0,12000
151,0,9,0,125000
22,0,1,0,2196
99,2,13,0,38915
60,0,1,0,25657
28,3,23,0,132355
28,0,9,0,90758
35,0,15,0,129720
129,0,1,0,28788
131,2,8,0,46482
151,0,23,0,130000
149,0,16,1,51704
151,1,10,0,100000
151,2,4,0,162000
149,3,7,2,58167
151,0,23,0,300000
22,0,7,0,22956
66,1,17,2,129718
151,2,1,0,90000
144,0,9,0,49308
151,3,12,0,145000
113,3,2,0,9084
144,1,2,0,17748
148,0,6,0,101280
154,1,1,0,132
144,0,3,0,22680
151,1,10,0,230
66,0,6,0,56211
151,0,5,0,100900
151,0,10,0,200000
99,2,3,0,70264
151,0,2,0,67000
127,0,12,0,51888
52,0,4,0,41077
151,1,1,1,37500
68,0,5,0,154104
48,2,10,0,43239
122,0,2,0,52788
50,0,0.5,0,46482
116,2,5,0,23124
149,0,5,0,74970
22,2,10,0,41112
151,0,7,0,145000
15,2,0.5,0,38916
149,0,22,0,55582
151,2,6,0,200000
144,2,9,0,17748
149,0,4,0,56874
151,3,8,0,110000
28,2,2,0,75631
135,2,8,0,67500
48,2,4,0,64859
144,0,3,2,17748
50,1,6,0,46704
31,0,5,0,17652
47,3,16,0,79128
151,0,12,0,180000
28,0,6,0,43866
48,2,12,0,59454
151,2,4,0,64000
151,2,2,0,75000
147,3,5,0,96000
151,2,36,2,232000
151,0,3,0,51000
149,2,6,0,180963
151,1,20,0,2000000
22,0,11,0,24744
151,0,2,0,120000
151,0,5,0,90000
151,1,23,0,83000
112,1,4,0,27337
7,2,4,0,69545
131,0,2,0,23782
91,0,7,0,16164
151,0,4,0,107000
118,0,3,0,28308
151,0,5,0,80000
50,2,7,0,75669
151,0,1,0,75000
149,0,33,0,98237
105,0,5,0,83511
149,2,4,0,58167
151,0,16,0,240000
28,0,0.5,0,52942
149,1,30,2,38778
7,0,0.5,0,40086
151,0,24,0,95000
66,0,8,0,43239
95,2,9,0,12324
107,0,3,0,2724
91,0,2,0,25860
7,3,18,0,70150
75,1,2,0,7260
69,3,6,0,36753
151,0,2,0,35000
151,0,9,0,112000
151,0,2,0,89000
7,1,0.5,0,36745
151,0,25,0,150000
7,2,20,0,71486
100,3,5,0,50601
7,0,3,0,63469
7,1,34,0,83512
7,0,23,0,73491
7,3,2,2,66810
100,1,12,0,38334
7,0,14,2,60129
7,0,32,0,106895
7,2,12,0,98246
151,0,30,0,158000
7,3,10,1,33405
151,0,14,0,115000
100,0,1,0,429336
7,0,11,0,93533
48,1,22,0,41077
28,0,2,0,94539
151,1,7,0,105000
7,1,3,0,55800
151,0,10,0,115000
28,0,0.5,0,52942
151,0,15,2,528
7,1,2,0,32069
71,2,10,0,58454
7,0,4,0,120257
151,1,6,0,93000
100,1,20,0,75390
118,2,4,0,28308
151,0,10,0,130000
7,0,1,0,481032
125,0,18,0,86064
151,2,4,0,125000
7,0,22,2,167024
32,0,11,0,72000
59,0,1,0,64324
151,0,3,0,82000
149,2,1,0,31020
71,2,10,2,224823
7,0,6,0,43426
151,0,5,0,145814
22,0,2,0,13200
151,0,3,0,75000
71,0,1,0,28056
138,0,1,0,21434
7,0,2,0,481032
151,0,6,0,130000
151,0,10,0,200000
7,0,7,0,56788
7,1,5,0,74827
7,0,15,0,80172
71,0,14,0,179858
151,0,49,0,170000
115,1,5,0,44434
130,2,7,0,51979
104,1,50,0,2000000
31,1,6,2,14124
86,2,6,0,2883
100,1,14,0,83057
7,2,6,0,58124
151,3,20,0,140000
28,2,7,0,48404
151,0,10,0,172500
125,2,8,0,77448
7,1,1,0,60129
139,0,5,2,23064
12,0,1,0,14129
86,0,1,0,8940
155,2,6,0,15528
151,0,4,0,175000
62,2,14,0,385344
62,0,2,0,4188
151,0,5,0,72000
7,0,11,0,76831
62,0,3,0,6036
7,0,9,0,1000000
7,0,20,0,98210
28,2,5,0,75631
62,0,0.5,0,4691
62,2,5,0,11030
62,2,5,0,27812
62,0,2,0,5532
74,0,6,1,14232
132,0,5,0,25812
62,0,3,0,7200
125,2,6,0,77448
8,2,20,0,1000000
62,2,4,0,30716
155,0,4,2,15528
107,0,6,0,17904
125,0,9,0,64548
7,3,2,0,56788
30,0,4,2,42850
63,2,8,0,11000
125,0,3,0,30120
151,2,3,0,129000
62,2,5,0,488650
69,0,11,0,69183
62,0,4,0,13264
107,0,5,2,15564
144,0,4,0,15780
60,1,0.5,0,230916
63,0,5,0,8784
7,1,10,0,93533
144,0,5,0,15780
107,0,16,2,30000
71,0,2,0,42024
118,2,10,0,22272
7,1,0.5,0,43426
62,0,14,2,7539
62,2,14,0,27923
144,1,13,0,71556
59,2,1,0,35508
62,0,6,0,11724
62,0,8,2,12000
144,2,3,0,9862
144,0,10,0,19724
59,2,1,0,35508
107,0,9,0,29184
118,2,15,0,33972
100,2,15,0,70279
62,2,10,0,16752
118,3,15,0,18876
118,0,0.5,0,17928
151,0,5,0,2000000
118,2,5,0,39156
118,2,7,0,47184
62,0,2,2,5364
107,0,5,0,18372
69,1,10,0,37834
47,0,5,0,44364
44,2,13,0,38268
52,2,22,0,389148
129,0,5,0,49632
24,2,11,0,30504
151,0,2,0,145000
129,0,10,0,52039
71,3,3,0,39659
52,3,9,0,15564
118,1,9,0,78324
118,3,22,0,42276
117,2,12,0,90912
47,0,4,0,45396
62,2,4,0,4188
68,1,3,0,43776
117,3,7,0,13572
39,0,10,0,83364
117,2,15,0,6240
15,0,2,1,29197
112,1,1,0,9720
118,0,9,0,39636
88,0,13,0,70264
129,2,25,1,28020
48,1,5,0,32429
79,1,16,0,18804
125,0,7,0,70572
131,0,10,0,41077
74,0,2,0,5928
62,0,2,0,3348
50,1,2,0,12324
44,0,3,0,36324
117,2,3,0,27144
39,2,9,1,66864
82,2,20,0,90804
82,0,11,2,64850
135,1,23,0,61368
15,0,2,0,28536
