Country,EdLevel,YearsCode,Employment,ConvertedComp
151,1,22,0,83000
151,0,26,0,250000
7,0,7,0,100214
50,1,20,2,140550
48,2,8,2,38916
151,1,9,0,120000
125,3,7,0,1000000
22,2,10,0,20845
151,1,10,0,90000
151,0,14,0,165000
130,2,14,0,37200
151,0,7,0,1140000
71,0,20,2,75000
28,3,16,0,90758
28,0,2,0,56723
151,2,0.5,0,325000
151,1,0.5,2,13440
151,1,16,2,150000
151,0,6,0,220000
151,1,12,0,70000
151,0,16,0,105000
151,1,26,0,157000
151,0,10,0,210000
151,0,12,0,162000
151,0,10,0,60000
151,0,12,0,85000
151,0,17,0,72000
151,0,11,0,140000
151,3,37,0,200000
151,0,5,0,130000
151,2,20,0,80000
151,0,41,2,100000
151,1,12,0,184000
151,0,5,0,95000
151,0,5,0,90000
151,1,40,2,150000
151,2,6,0,804000
15,2,7,2,237816
66,0,8,0,86478
151,1,7,0,110000
151,2,30,0,150000
151,1,0.5,0,15000
71,1,11,2,64752
151,0,3,0,120000
28,2,5,0,71850
71,2,10,0,917280
113,2,5,0,25403
28,0,14,0,58236
28,1,30,0,137649
151,0,1,0,90000
151,0,6,0,107000
151,0,20,0,120000
111,0,3,0,38916
28,0,4,0,68068
151,0,20,2,130000
151,1,15,0,101500
125,2,4,0,48192
129,0,1,0,20016
151,0,21,0,210000
151,0,15,0,120000
28,0,15,0,103615
28,0,4,0,56723
151,2,8,0,130000
151,0,4,0,100000
7,0,2,0,45431
151,1,30,0,210000
91,1,7,0,29626
50,2,3,0,97288
151,0,15,0,130000
28,1,3,0,46891
151,0,8,0,240000
28,1,25,0,68068
151,0,4,0,104500
7,2,13,0,90193
151,2,7,0,400000
62,0,2,0,36300
151,1,2,0,28800
151,0,27,0,146000
151,2,48,2,285000
151,2,36,1,40000
151,2,5,0,101000
151,2,7,0,134000
151,0,19,0,126250
151,0,2,0,85000
28,0,4,0,1000000
22,0,4,0,19236
151,0,2,0,90000
151,0,8,2,152000
151,2,1,0,80000
151,0,5,0,182000
138,2,0.5,0,15912
151,0,12,0,85000
151,0,20,0,120000
43,2,6,0,24000
91,0,12,0,38784
28,0,2,0,1000000
151,0,4,0,74000
151,0,23,0,2000000
36,0,8,2,77940
151,0,1,0,82000
151,0,15,0,400000
151,0,2,0,70000
151,2,7,0,120000
151,1,6,0,150000
151,1,8,0,150000
151,0,6,0,105000
151,1,2,0,65000
115,1,0.5,0,21798
151,0,12,0,125000
31,1,4,0,12360
151,0,10,0,127920
28,1,2,0,42354
151,0,26,0,190000
125,0,8,0,41568
7,1,32,2,43426
151,1,2,0,121500
151,0,9,0,120000
19,1,7,0,9096
138,2,2,0,19885
59,2,5,0,77184
132,0,8,0,9228
71,0,1,0,28056
91,0,9,0,32319
22,2,14,0,60000
151,0,23,2,320000
151,0,7,0,95000
151,1,5,0,50000
151,0,34,0,125600
28,2,17,0,78657
86,2,7,0,31704
71,2,20,0,107915
149,0,15,2,109871
151,0,8,0,130000
151,1,15,0,180000
7,1,6,0,76831
7,0,16,2,1000000
151,0,21,2,252000
7,2,5,0,42758
155,0,10,0,25872
151,0,22,0,280000
155,0,2,0,13452
151,0,9,0,96000
151,0,1,0,65000
151,2,22,0,120000
30,0,5,0,51444
151,0,3,0,97000
154,1,5,0,12000
151,0,12,2,0
30,0,0.5,0,42864
151,0,4,0,95000
151,0,10,0,130000
151,0,25,0,75000
151,0,2,0,135000
155,1,6,0,9312
151,0,0.5,0,80000
50,2,9,0,843168
151,1,13,0,2000000
151,0,20,0,115000
151,2,15,0,167000
125,0,2,0,57372
151,0,5,0,50000
151,0,12,0,110000
28,1,6,2,907572
22,0,11,2,64859
151,0,7,0,113000
151,1,21,0,180000
151,0,2,0,115000
71,0,21,0,85433
151,0,20,0,187000
125,0,4,0,34428
151,1,16,0,360000
86,0,3,0,11532
151,0,5,0,187000
30,2,17,0,85735
28,2,9,0,105884
151,0,7,0,70990
28,0,11,0,126000
86,1,5,0,20172
151,2,7,0,135000
151,0,15,0,160000
151,0,1,0,72000
28,0,40,0,94539
22,0,2,0,8244
22,0,13,0,50856
151,0,10,0,165000
151,2,10,0,95400
130,2,5,0,46111
151,0,2,0,120000
62,0,8,0,368592
151,2,31,0,135000
151,2,10,0,200000
96,0,4,0,1116
151,0,10,2,90000
100,0,4,0,32196
28,0,15,0,90758
151,0,6,0,101000
7,1,19,0,1000000
12,0,1,0,5652
60,2,20,2,64143
41,2,5,2,9600
132,2,29,2,16486
151,2,15,0,220000
151,0,3,0,80000
151,0,34,0,225000
74,0,6,0,23724
7,2,25,0,86853
151,0,3,0,110000
151,0,7,0,83000
151,0,1,0,77000
151,0,11,0,137500
151,0,10,0,71000
151,0,3,0,100000
7,1,4,0,51800
71,0,12,0,35616
151,2,7,0,100000
151,0,11,0,217000
32,0,20,0,84600
28,0,5,0,62653
86,0,5,0,23064
151,2,25,0,165000
138,0,15,0,31812
151,0,3,0,87000
96,0,3,0,8268
151,1,19,2,150000
7,0,9,0,93533
151,1,0.5,2,96000
41,0,9,2,42000
151,2,25,0,182000
151,0,0.5,0,42000
7,0,8,0,94202
7,2,20,0,106895
151,1,8,0,145000
151,0,10,0,300000
71,0,5,0,49461
151,2,6,0,90000
100,1,4,0,613344
151,3,8,0,175000
125,0,11,0,74868
28,2,7,0,83194
64,2,7,0,21375
28,0,4,0,45379
7,0,22,0,76831
151,0,44,2,150000
151,0,8,0,100000
7,0,5,0,53448
7,2,3,0,52112
7,0,15,0,48103
125,0,5,0,55944
151,0,1,0,62000
7,0,13,0,119589
7,0,24,2,120257
62,0,4,2,8376
7,0,7,0,877884
59,2,4,0,80280
63,0,4,2,13176
100,0,14,2,127780
125,0,2,0,39588
28,1,10,0,64287
151,0,8,0,70000
7,0,10,0,70017
7,0,15,2,167024
151,1,20,0,59000
151,0,4,0,65000
151,0,0.5,0,68000
28,3,50,0,120000
107,0,2,0,4668
151,0,6,0,304000
151,0,12,0,146000
151,2,4,0,72000
5,1,8,0,9732
151,0,2,0,95000
7,0,12,0,80172
48,1,1,0,42158
100,0,12,0,1000000
7,0,3,0,46767
29,0,15,0,30108
28,3,8,0,113447
22,2,11,0,12372
62,0,7,0,19272
151,2,7,0,72000
151,3,4,0,80000
7,2,7,0,66810
22,1,8,0,19236
132,0,9,0,12924
7,0,7,0,86853
28,0,12,2,93400
151,0,8,0,104000
151,1,5,0,78000
71,0,1,0,38844
151,0,0.5,0,85000
152,0,12,0,88320
100,0,5,0,1000000
12,2,1,0,8242
7,0,7,2,434250
151,0,3,0,140000
132,0,2,0,4620
22,1,4,0,24744
151,1,25,0,200000
7,0,10,0,76831
7,2,30,0,80172
151,2,7,0,78000
22,0,11,0,38484
7,0,20,0,160343
7,0,3,0,86853
151,1,25,0,115000
50,3,4,1,1621
28,0,5,0,60505
7,0,22,0,84180
30,0,20,0,72657
28,1,2,0,32521
151,0,0.5,0,150000
48,1,3,2,12000
7,0,39,2,133619
138,0,2,0,19487
151,1,5,0,55000
30,0,9,0,85740
151,2,44,1,48000
151,2,45,0,268000
28,1,6,0,71850
91,0,10,0,18000
151,3,1,0,840000
155,0,5,0,1296
151,1,24,0,99999
63,0,8,0,8784
7,0,12,0,73491
151,0,30,0,220000
62,2,5,0,7368
62,0,4,0,9773
151,2,10,0,160000
7,0,15,2,144312
151,0,11,0,391120
7,0,8,0,100214
151,2,34,0,142000
50,2,18,0,64859
151,0,12,0,85000
151,2,9,0,130000
71,0,20,0,108098
7,1,13,0,106895
28,0,26,2,75631
28,0,3,0,67312
151,1,4,0,60000
30,0,3,0,11148
151,1,3,0,90000
100,0,8,0,86251
28,2,8,0,105884
151,0,20,0,160000
151,1,8,2,300000
7,2,22,2,133600
63,1,2,0,8784
151,2,5,0,60000
86,2,3,0,28824
28,0,4,0,77900
154,1,6,2,960
7,1,5,0,58458
30,3,6,2,30000
151,0,3,0,110000
151,0,9,0,122000
7,0,12,0,56124
7,1,3,0,36745
151,1,12,0,180000
62,0,1,0,1008
155,0,2,0,6732
7,0,2,0,54784
151,0,15,0,155000
132,0,6,0,13188
151,0,12,0,128000
151,2,5,0,156000
22,0,5,0,22449
62,0,7,0,15084
28,1,15,0,75631
125,0,2,0,25812
7,1,26,0,96874
151,1,1,1,12000
151,0,8,0,150000
62,2,4,0,12564
151,0,15,0,1680000
151,0,20,0,140000
151,2,7,0,85000
7,3,12,0,70150
7,2,10,0,44762
100,0,15,0,62612
100,0,23,0,127780
7,0,18,0,86853
59,2,8,0,101892
151,0,2,0,95000
151,0,6,0,131000
28,0,3,0,56723
129,1,3,0,28020
59,0,1,0,35508
62,0,0.5,0,3180
62,0,2,0,16754
149,0,0.5,0,38778
7,0,12,0,96874
100,0,5,0,57501
7,0,20,0,116908
7,1,2,0,46767
151,0,2,0,106000
151,2,15,0,360000
151,1,8,0,105000
24,2,13,0,71831
118,1,5,2,62400
151,1,4,0,75000
151,0,6,0,90000
28,1,4,0,60505
111,0,10,0,16596
7,0,24,0,106895
111,0,2,0,6876
7,2,3,0,73491
151,0,7,0,117000
7,1,10,0,73491
7,2,1,0,42090
151,2,5,0,200000
7,2,12,0,46767
12,2,4,0,6360
151,0,33,0,400000
151,0,10,0,125000
28,0,1,0,83194
151,1,5,0,100000
7,0,4,0,86853
151,1,8,0,210000
62,0,1,0,18150
100,0,4,0,601848
12,0,2,0,3528
28,0,4,0,2000000
28,0,8,0,43866
151,0,0.5,0,35000
118,2,13,0,36252
62,0,3,0,7000
7,0,12,0,133619
151,2,3,0,125000
28,0,1,0,49160
62,2,6,0,11169
130,0,4,0,83838
151,0,3,0,195000
151,2,0.5,0,104000
7,0,10,0,63469
62,0,10,0,25128
7,0,22,0,54116
151,0,1,0,160000
28,1,8,0,64287
7,0,7,0,73491
151,0,5,0,103000
125,0,10,0,55944
151,0,2,0,125000
62,0,1,0,3853
125,0,3,0,40452
62,0,0.5,0,7679
151,0,4,0,74000
62,0,3,0,3348
28,0,3,2,63530
7,1,6,2,73491
139,0,2,0,16788
62,0,4,0,8866
62,0,2,0,9773
7,0,18,0,70150
125,0,3,0,49056
30,1,5,2,3600
62,2,2,0,2508
62,0,12,2,16754
62,0,5,0,13068
151,0,10,0,35000
100,0,10,0,145669
151,0,20,0,129718
151,1,8,0,110000
151,0,42,0,80000
62,2,12,0,37697
151,1,26,0,155000
62,2,2,0,5529
98,2,10,0,13128
155,0,3,0,9828
151,0,2,0,87300
100,0,7,0,35139
151,0,20,2,150000
151,2,6,0,115000
151,2,21,0,160000
151,0,3,0,50500
62,0,1,0,1680
62,0,4,0,0
155,0,3,0,15600
151,2,4,0,150000
7,0,2,0,35100
7,0,2,0,71486
7,0,4,0,56788
151,2,6,0,125000
62,0,5,0,14412
100,1,2,0,35139
151,0,1,0,95000
151,0,2,0,77000
28,0,3,0,68068
30,2,3,1,36000
151,2,13,0,135000
71,2,20,0,76440
28,0,6,0,1000000
151,2,15,0,160000
28,0,13,0,58992
12,0,2,0,8418
62,1,5,0,7032
151,2,9,0,62000
111,0,2,0,11544
7,0,12,0,80172
111,2,6,0,11856
7,0,15,0,48437
7,0,29,0,80172
28,1,21,0,83194
62,2,3,2,7200
62,0,9,0,20943
151,0,7,0,130000
151,0,10,0,70000
62,0,3,0,11724
62,0,7,0,18150
62,0,1,0,2016
151,0,30,0,112422
130,2,10,0,50303
63,0,4,0,4572
62,0,7,0,12915
151,0,12,0,200000
107,2,10,0,6456
7,0,2,0,65473
129,1,2,0,12009
7,1,3,0,40086
151,1,5,0,225000
151,1,22,0,160000
151,0,3,0,85000
62,0,4,0,16754
151,0,1,0,200000
62,0,8,0,36091
62,2,4,0,7400
71,0,20,0,75540
28,0,15,0,1000000
7,0,32,2,40086
125,0,3,0,46615
130,0,4,0,70428
70,0,10,0,230000
71,2,2,0,44965
151,1,7,0,575000
62,0,10,0,134028
71,3,1,0,89929
101,3,2,0,8400
132,0,1,0,11868
62,0,4,0,6702
28,2,1,0,43866
62,2,1,0,3180
151,2,32,0,450000
125,0,4,0,42168
130,2,5,0,41081
151,0,5,0,165000
62,0,8,0,30018
151,1,5,0,125000
151,1,4,1,10920
151,0,4,0,111000
132,0,2,0,10548
151,2,9,0,147500
62,0,1,0,2508
151,1,22,0,38000
151,0,12,0,128750
62,2,7,0,11867
151,0,6,0,90000
71,0,8,0,43164
132,0,8,0,4944
130,0,8,0,30000
130,0,6,0,58686
151,0,4,0,91000
62,0,2,0,2016
151,0,3,0,120000
139,1,18,2,120000
14,0,10,0,57192
62,1,1,0,1308
28,3,14,0,60505
62,0,7,0,51658
91,0,5,1,10344
132,0,6,0,8568
151,2,21,2,45000
151,0,9,0,170000
62,0,1,0,2676
7,0,20,0,66800
151,1,3,0,70480
7,0,25,2,1000000
62,0,3,0,16754
130,1,4,0,18108
151,1,19,0,145000
50,3,2,0,59454
7,0,8,0,43426
151,0,10,0,70000
130,0,17,0,58686
62,2,7,0,10346
130,0,1,0,25152
98,0,5,0,7356
71,2,5,0,74102
130,0,17,0,65388
139,1,1,0,21000
62,0,5,0,127052
7,0,18,0,100214
71,0,5,0,67447
62,0,7,0,8724
151,1,20,0,120000
151,1,0.5,0,140000
62,0,9,0,48866
62,0,1,0,3180
138,2,6,0,40000
7,0,20,0,33400
9,0,2,0,19032
151,0,6,0,76000
71,0,1,0,3237
62,0,12,0,33508
62,1,3,0,8376
62,0,3,0,8377
100,0,10,0,768216
62,0,5,0,20943
62,2,7,0,33508
87,0,5,0,13212
64,2,3,0,7128
62,0,6,0,7704
62,1,10,0,117278
62,1,4,0,10052
62,0,2,0,8377
62,2,8,0,16056
12,0,5,0,191328
132,0,2,0,2964
115,0,7,0,43596
151,0,1,0,69850
62,0,7,0,26527
7,1,20,2,0
62,0,5,0,18848
62,2,8,0,66852
151,2,2,0,130000
151,0,7,0,24000
62,0,11,0,68412
7,0,5,0,53448
151,0,3,0,105000
7,0,11,0,83512
71,0,9,0,37776
62,0,7,1,840
26,0,1,0,4800
62,0,5,0,30716
7,0,28,0,126938
151,0,25,0,87750
59,0,4,0,77189
62,0,1,0,5868
62,1,4,0,6696
5,1,4,2,7788
62,0,4,0,7536
62,0,5,2,8376
62,0,3,0,6696
151,0,20,0,175000
144,0,11,2,39444
62,0,5,0,38400
62,0,5,0,6696
62,2,4,0,47748
62,0,6,0,435600
138,0,8,0,60000
62,0,4,0,7872
62,2,6,0,6981
62,2,5,0,8040
130,0,2,0,18612
132,0,1,0,1644
151,0,37,0,350000
50,0,2,0,49185
62,0,4,0,13404
62,2,26,0,24433
151,0,7,0,190000
62,2,5,0,11728
100,1,20,0,72387
107,0,6,0,14988
151,3,8,0,77000
28,0,14,0,98321
28,0,14,0,83194
62,0,1,0,6283
62,0,3,0,5864
62,1,3,0,2340
151,2,8,0,110000
12,0,4,0,7200
7,0,14,0,1000000
62,2,4,0,6702
151,2,26,0,60000
62,2,2,0,15084
7,0,13,0,110904
62,0,2,0,7536
62,2,7,0,8040
28,0,8,0,151263
59,0,2,0,41676
7,1,15,0,80172
130,1,1,0,26828
7,0,15,0,953244
28,1,32,0,105884
15,2,35,0,97288
62,3,15,0,33504
62,0,4,0,7536
62,2,2,0,0
132,0,4,0,7908
151,3,10,0,188000
105,2,14,0,145659
7,0,4,0,44762
7,2,32,2,16034
62,0,0.5,0,2184
62,0,3,0,3012
151,0,4,0,180000
151,3,8,0,200000
62,1,2,0,1308
12,0,2,0,5256
111,0,2,0,7344
62,0,6,0,19546
62,2,3,0,6036
62,2,2,0,2508
62,2,0.5,0,1656
62,0,5,0,18150
38,0,6,2,360
63,0,1,0,3684
69,1,21,0,19452
50,0,14,0,69723
7,0,5,0,55118
129,0,5,0,48569
62,1,4,0,5868
118,2,3,0,28308
62,0,2,0,5026
155,1,6,0,11904
62,0,2,0,34904
7,0,5,0,40080
151,0,11,0,110000
62,0,1,0,4887
151,0,36,0,340000
62,0,1,0,16754
12,2,4,0,72
62,2,7,0,13404
111,0,11,0,56880
96,0,1,0,2484
144,0,8,0,19728
144,0,8,0,28992
98,1,10,2,84048
72,0,9,0,87324
50,2,20,0,116748
86,2,8,0,23064
62,2,1,0,4607
71,0,12,0,57555
62,2,3,0,6696
62,2,3,0,4188
151,1,24,0,95000
107,0,2,0,6612
62,0,4,0,1680
151,0,1,0,95000
59,1,15,2,155111
86,0,4,2,14412
28,0,9,0,81682
130,1,1,0,25151
7,0,28,0,93533
7,0,9,0,93533
62,2,6,0,6696
62,0,2,0,4188
7,0,2,0,45097
151,0,6,0,1221888
149,2,3,0,40070
62,0,6,0,11169
115,2,22,0,60360
62,0,2,0,4572
62,2,5,0,5700
7,2,6,0,89251
144,0,3,0,13812
151,0,3,0,115000
28,0,2,0,39328
132,1,17,0,23076
62,3,3,0,4188
62,0,9,0,275772
62,0,2,0,3686
86,0,3,0,25222
62,0,6,0,33504
62,0,4,0,4747
6,2,5,0,10032
62,0,4,0,8377
112,0,10,2,75650
62,2,5,0,5532
71,0,3,2,35972
129,0,2,0,25620
22,1,2,0,11544
151,0,1,0,150000
5,1,30,0,19464
36,2,12,0,62352
62,2,11,0,418848
28,0,12,0,75631
7,0,15,0,761628
62,0,3,0,184296
151,2,9,0,2000000
62,0,3,0,16754
151,0,25,0,110000
151,0,1,0,75000
125,0,7,0,60240
62,2,8,0,10560
62,2,4,0,6036
151,0,8,0,245000
91,0,7,0,26496
129,0,1,0,22416
12,1,3,0,16392
86,0,1,0,10092
28,0,12,2,151250
62,1,3,0,6864
125,0,12,0,111876
151,2,10,0,240
62,2,7,0,10056
44,1,6,0,58368
62,0,5,0,16752
91,2,20,2,32316
62,0,9,0,21487
62,0,3,0,6864
111,1,2,2,9480
144,2,8,0,268248
100,2,18,0,204448
148,3,8,0,98004
39,1,3,1,41076
50,2,12,1,972888
86,0,3,0,18732
125,0,30,0,172117
59,0,1,0,38592
62,0,6,0,23735
62,0,8,0,18150
62,0,2,0,6981
62,0,6,0,9773
9,0,10,0,32424
136,2,10,1,97583
100,0,16,0,75390
62,0,9,0,23735
12,0,6,0,20484
103,0,6,0,16464
7,0,15,2,80172
62,0,2,0,4608
111,1,7,0,7116
125,0,8,0,60240
39,0,4,0,64260
62,2,3,0,2508
131,2,6,2,108098
62,0,3,0,5532
47,2,8,0,64860
50,2,19,0,94927
7,0,10,0,40086
107,0,1,0,2724
135,0,10,0,47256
151,1,7,0,118000
151,0,20,0,166000
62,2,5,0,8376
9,2,14,0,28896
86,0,3,2,11532
130,0,9,0,653940
12,0,3,0,4592
86,0,4,2,20172
111,0,11,0,28440
62,2,4,0,3351
7,0,30,0,173705
62,0,0.5,0,3211
132,0,3,0,13188
12,0,3,0,13428
62,2,3,0,4020
62,0,1,1,4692
112,2,3,0,24912
7,2,8,0,53448
111,0,7,0,24
125,0,3,0,55944
62,0,13,0,25927
28,2,2,0,18156
144,1,4,0,15192
62,0,5,0,17452
146,0,3,0,1308
7,0,2,0,48103
62,2,13,0,13404
151,0,4,0,220000
62,0,2,0,6981
151,2,3,0,105000
100,0,25,0,79862
136,3,2,0,73188
144,1,10,0,16764
125,0,4,0,30984
62,0,0.5,0,4692
138,0,2,0,19884
28,2,6,0,90758
151,1,1,1,8500
111,0,10,0,5928
112,2,7,0,36444
8,0,0.5,0,36324
62,2,8,0,4189
63,0,0.5,0,5268
153,0,6,0,12600
62,0,5,0,15912
28,1,1,0,64287
62,2,8,0,12564
68,3,10,0,140088
98,0,20,2,31519
12,0,6,0,21192
91,0,3,0,15516
151,0,15,0,160000
62,0,6,0,11556
71,2,4,0,48564
62,2,3,0,7368
62,0,5,0,23037
139,2,5,0,102498
62,0,3,0,13404
62,0,4,0,11169
132,0,4,0,18684
71,1,2,0,432
99,2,10,0,54049
151,0,1,0,55000
86,0,2,2,54050
62,2,6,0,6696
107,0,2,0,7476
131,3,18,0,54049
100,1,23,0,159725
151,0,3,0,200000
151,1,1,0,57000
131,3,19,0,64859
151,2,20,0,180000
146,0,1,0,12348
8,0,20,0,113503
117,0,13,0,67849
71,0,3,0,53957
62,2,8,0,20943
7,2,8,0,50775
49,3,0.5,0,25440
151,0,27,0,440000
62,2,8,0,7200
62,0,20,2,33504
151,1,8,0,129000
62,0,0.5,0,2508
105,2,29,0,205001
71,0,2,0,60253
49,0,2,2,2964
62,0,2,0,2508
7,0,24,0,80172
111,0,1,0,4740
24,0,10,0,49728
129,0,2,1,10008
62,0,1,0,6696
62,0,2,0,10000
8,1,5,0,56211
80,0,1,0,26400
151,1,3,0,220000
28,0,0.5,0,64287
62,2,5,0,11867
151,0,1,0,150000
151,2,8,0,350000
62,0,5,0,8124
62,0,0.5,0,2010
62,0,4,0,39093
129,0,8,2,56040
62,0,8,0,23037
138,2,15,0,89482
62,0,7,0,10896
86,3,25,0,43236
151,0,3,0,61500
62,0,3,2,134028
62,0,10,0,16752
118,2,10,0,43404
62,0,16,0,58639
100,0,8,0,70279
50,1,12,0,64859
62,2,8,0,19546
86,0,5,0,23064
62,2,1,0,4188
153,2,9,0,8820
12,0,5,0,16956
107,0,9,0,15564
62,1,3,0,9773
62,0,1,0,3852
62,0,3,0,27923
130,2,1,0,754536
7,0,18,0,70150
112,1,5,0,37968
111,0,4,0,9480
118,1,8,0,17928
129,1,38,0,63380
98,0,3,2,10512
112,2,15,0,820128
100,0,0.5,0,33862
151,0,11,0,130000
151,0,0.5,0,10500
86,0,3,0,9168
65,0,3,0,22140
151,0,2,0,65000
86,1,36,2,0
62,0,0.5,0,2508
64,1,8,0,28500
62,0,2,0,7536
7,0,14,0,73491
7,0,7,0,127940
62,2,7,0,11867
50,0,3,0,59676
64,2,5,1,12828
86,1,18,0,28824
138,2,5,0,43084
151,0,4,0,150000
62,2,2,0,2508
59,2,10,0,212269
107,0,5,0,10896
125,0,8,0,69134
39,2,13,0,104208
136,1,19,0,1000000
14,2,2,0,16344
30,3,4,0,51444
62,2,2,0,9075
69,2,1,0,32424
139,0,6,0,38436
12,0,3,0,8616
62,2,4,0,9075
115,0,12,2,60360
68,0,4,0,98064
107,0,6,0,17748
151,2,5,0,158000
144,0,18,0,24660
151,2,12,0,200000
62,0,15,0,201048
62,3,7,0,23037
62,0,4,0,8880
140,0,3,0,6312
136,2,7,0,126045
7,0,11,0,76163
62,0,1,0,9773
127,1,8,0,12972
135,1,13,0,4377
62,0,11,0,16754
47,2,18,0,59544
8,2,10,0,46704
62,0,2,0,10052
151,0,6,0,83000
111,0,3,0,7116
62,2,10,0,31833
50,2,7,0,60103
151,0,3,0,180000
131,0,1,0,27025
62,2,2,0,41880
100,1,25,0,83057
48,2,10,0,38916
144,0,6,0,8280
62,0,4,2,50
135,1,16,0,71184
64,0,4,0,14256
62,2,6,0,16754
100,0,0.5,1,15950
86,0,5,0,55249
131,2,6,0,27025
129,1,16,0,40032
63,0,3,0,30732
62,0,0.5,0,3348
62,0,4,0,6696
129,1,17,0,72048
59,0,13,0,108060
62,0,5,0,8376
82,0,3,0,19452
50,2,11,1,47563
151,2,7,0,90000
111,2,4,2,24
118,2,4,0,28308
7,0,29,1,33405
62,0,2,0,10471
30,1,3,0,12000
62,1,2,0,6036
62,0,6,0,8796
69,2,10,0,713448
7,0,8,1,96874
151,0,17,0,120000
50,1,21,0,81074
62,0,13,0,125652
112,2,16,0,34932
48,2,32,0,70264
30,0,5,0,28578
62,0,1,0,1680
155,1,20,2,144000
9,2,5,0,23784
131,3,8,0,33510
155,0,10,2,38808
136,2,8,0,103682
62,0,1,0,9773
62,0,5,0,21208
155,0,8,0,110000
71,2,20,0,107915
50,0,4,0,48644
99,1,15,0,1000000
12,2,8,0,21192
155,0,10,0,31044
73,0,2,0,9552
111,0,6,0,28440
138,2,10,0,43084
47,2,15,0,53184
62,0,0.5,0,6841
62,0,6,0,18150
7,0,1,0,41422
68,0,13,2,52536
7,0,12,2,80172
118,0,15,0,33972
151,0,2,0,110000
15,0,7,0,33732
62,0,7,0,25131
62,2,9,0,37697
62,0,4,0,8000
144,0,2,0,19728
62,0,4,0,0
50,2,14,0,70264
62,0,2,0,5196
129,1,6,0,20016
62,0,5,0,33504
149,2,23,0,400704
151,0,4,0,230000
82,0,6,0,15564
7,1,15,0,53448
63,0,6,2,7020
50,2,10,0,67021
62,0,4,0,10192
62,2,5,0,14660
69,2,10,0,59454
5,2,15,0,38928
118,2,10,2,24
62,0,7,0,1592
151,0,14,0,150000
62,0,7,0,16752
62,0,5,0,7728
151,2,4,0,87200
135,1,15,2,67500
99,0,5,0,57375
62,0,2,0,4188
48,0,7,0,43239
114,2,9,0,96127
135,2,4,0,61368
151,2,3,0,80000
60,3,15,0,30024
107,0,1,0,7788
86,0,2,0,10956
62,0,9,0,167544
155,1,3,0,9312
8,1,12,0,72966
129,1,12,0,64044
62,0,5,0,32112
62,0,6,0,6864
62,0,4,0,8098
47,0,1,0,33984
139,2,10,0,53040
7,1,23,2,111900
125,0,5,0,32796
50,1,12,0,48000
66,3,25,0,167552
36,2,7,0,24420
105,0,13,0,97106
47,0,3,1,15564
99,3,10,0,75669
63,0,6,0,14271
86,0,11,0,27384
84,0,22,0,15564
151,0,1,0,192566
71,0,7,0,33456
135,1,23,0,53628
50,2,17,0,75669
48,3,10,0,69183
50,2,7,0,58373
50,2,11,2,58368
132,0,4,0,9888
63,0,14,0,38640
151,0,2,0,72000
138,0,3,0,19092
50,1,0.5,0,14268
62,1,3,0,2950
20,1,7,0,100000
112,2,12,0,42528
62,0,1,0,3012
107,1,2,0,3108
147,2,6,2,48000
62,0,0.5,1,2520
155,1,50,2,1000000
62,0,5,0,9216
63,1,1,0,0
151,2,30,0,170000
62,2,7,0,44676
48,2,5,0,40212
50,2,24,2,64860
144,0,10,0,7884
151,2,6,0,98000
71,1,0.5,0,19428
63,0,1,0,23565
28,0,2,0,56723
63,2,6,0,13176
7,0,12,0,962064
62,2,2,0,3348
50,1,13,0,77831
64,1,3,0,996
63,0,3,0,7908
62,0,2,0,9773
60,1,3,2,124800
62,0,4,0,10471
64,0,3,0,7980
151,1,8,2,160000
107,0,4,2,23352
62,1,4,0,8376
7,0,12,0,91529
47,0,23,0,84312
144,0,2,0,15780
129,1,5,2,56040
62,0,5,0,301572
50,2,3,0,77831
28,1,2,0,45379
151,0,25,2,75000
115,0,20,0,53316
50,1,3,0,56211
144,1,8,2,9862
62,0,5,0,11867
68,1,9,2,140000
48,0,3,0,303540
63,0,7,0,10536
7,0,15,0,63469
131,2,12,0,38915
48,0,4,0,30267
118,3,2,0,11928
132,0,5,0,12000
136,2,15,0,106731
129,3,7,0,53373
63,1,4,0,8340
50,2,8,2,75000
66,0,13,0,70264
62,2,3,0,4188
149,0,16,2,90482
62,0,5,0,6981
62,0,2,0,4200
62,0,6,0,16754
68,2,10,0,98064
99,0,13,0,60024
50,0,3,0,58368
136,2,19,0,111814
39,0,8,0,77808
80,0,4,0,55536
151,0,5,0,115544
131,3,15,0,70044
112,0,4,0,7596
59,0,4,2,66250
62,0,12,0,83770
107,0,2,0,3504
59,0,0.5,2,16980
36,2,19,0,72636
62,0,10,0,12566
62,0,5,0,10896
15,0,7,0,48000
62,0,2,0,6925
144,2,3,0,13812
99,0,10,0,64860
138,2,16,0,31812
64,0,6,0,8184
155,0,2,0,8280
151,1,10,0,160000
62,0,2,0,8377
138,2,3,0,49712
62,0,5,0,9075
118,2,25,0,28308
50,2,7,0,69723
149,3,15,0,51704
62,0,3,0,20943
99,1,2,0,28536
118,1,3,0,11328
50,0,3,0,25296
62,2,10,0,15084
12,2,5,0,5652
62,0,6,0,16754
62,0,3,0,8656
62,0,4,0,11728
112,0,0.5,0,12516
149,1,13,0,64630
36,1,14,2,31176
7,2,37,2,26700
62,0,5,0,11518
151,0,3,0,36000
112,0,4,0,30372
99,2,22,0,62268
50,0,6,0,47220
62,0,2,0,5864
